31850000.000000 40300000.000000 40300000.000000 0.300000 1220.000000 0.000000
95550000.000000 40300000.000000 40300000.000000 0.300000 1220.000000 0.000000
159250000.000000 40300000.000000 40300000.000000 0.300000 1220.000000 0.000000
222950000.000000 40300000.000000 40300000.000000 0.300000 1220.000000 0.000000
286650000.000000 40300000.000000 40300000.000000 0.300000 1220.000000 0.000000
350350000.000000 40300000.000000 40300000.000000 0.300000 1220.000000 0.000000
414050000.000000 40300000.000000 40300000.000000 0.300000 1220.000000 0.000000
477750000.000000 40300000.000000 40300000.000000 0.300000 1220.000000 0.000000
541450000.000000 40300000.000000 40300000.000000 0.300000 1220.000000 0.000000
605150000.000000 40300000.000000 40300000.000000 0.300000 1220.000000 0.000000
668850000.000000 0.060253 0.060253 0.300000 1220.000000 0.000000
732550000.000000 0.055013 0.055013 0.300000 1220.000000 0.000000
796250000.000000 0.050612 0.050612 0.300000 1220.000000 0.000000
859950000.000000 0.046863 0.046863 0.300000 1220.000000 0.000000
923650000.000000 0.043631 0.043631 0.300000 1220.000000 0.000000
987350000.000000 0.040816 0.040816 0.300000 1220.000000 0.000000
1051050000.000000 0.038343 0.038343 0.300000 1220.000000 0.000000
1114750000.000000 0.036152 0.036152 0.300000 1220.000000 0.000000
1178450000.000000 0.034197 0.034197 0.300000 1220.000000 0.000000
1242150000.000000 0.032444 0.032444 0.300000 1220.000000 0.000000
1305850000.000000 0.030861 0.030861 0.300000 1220.000000 0.000000
1369550000.000000 0.029426 0.029426 0.300000 1220.000000 0.000000
1433250000.000000 0.028118 0.028118 0.300000 1220.000000 0.000000
1496950000.000000 0.026921 0.026921 0.300000 1220.000000 0.000000
1560650000.000000 0.025823 0.025823 0.300000 1220.000000 0.000000
1624350000.000000 0.024810 0.024810 0.300000 1220.000000 0.000000
1688050000.000000 0.023874 0.023874 0.300000 1220.000000 0.000000
1751750000.000000 0.023006 0.023006 0.300000 1220.000000 0.000000
1815450000.000000 0.022198 0.022198 0.300000 1220.000000 0.000000
1879150000.000000 0.021446 0.021446 0.300000 1220.000000 0.000000
1942850000.000000 0.020743 0.020743 0.300000 1220.000000 0.000000
2006550000.000000 0.020084 0.020084 0.300000 1220.000000 0.000000
2070250000.000000 0.019466 0.019466 0.300000 1220.000000 0.000000
2133950000.000000 0.018885 0.018885 0.300000 1220.000000 0.000000
2197650000.000000 0.018338 0.018338 0.300000 1220.000000 0.000000
2261350000.000000 0.017821 0.017821 0.300000 1220.000000 0.000000
2325050000.000000 0.017333 0.017333 0.300000 1220.000000 0.000000
2388750000.000000 0.016871 0.016871 0.300000 1220.000000 0.000000
2452450000.000000 0.016433 0.016433 0.300000 1220.000000 0.000000
2516150000.000000 0.016017 0.016017 0.300000 1220.000000 0.000000
2579850000.000000 0.015621 0.015621 0.300000 1220.000000 0.000000
2643550000.000000 0.015245 0.015245 0.300000 1220.000000 0.000000
2707250000.000000 0.014886 0.014886 0.300000 1220.000000 0.000000
2770950000.000000 0.014544 0.014544 0.300000 1220.000000 0.000000
2834650000.000000 0.014217 0.014217 0.300000 1220.000000 0.000000
2898350000.000000 0.013904 0.013904 0.300000 1220.000000 0.000000
2962050000.000000 0.013605 0.013605 0.300000 1220.000000 0.000000
3025750000.000000 0.013319 0.013319 0.300000 1220.000000 0.000000
3089450000.000000 0.013044 0.013044 0.300000 1220.000000 0.000000
3153150000.000000 0.012781 0.012781 0.300000 1220.000000 0.000000
3216850000.000000 0.012528 0.012528 0.300000 1220.000000 0.000000
3280550000.000000 0.012285 0.012285 0.300000 1220.000000 0.000000
3344250000.000000 0.012051 0.012051 0.300000 1220.000000 0.000000
3407950000.000000 0.011825 0.011825 0.300000 1220.000000 0.000000
3471650000.000000 0.011608 0.011608 0.300000 1220.000000 0.000000
3535350000.000000 0.011399 0.011399 0.300000 1220.000000 0.000000
3599050000.000000 0.011197 0.011197 0.300000 1220.000000 0.000000
3662750000.000000 0.011003 0.011003 0.300000 1220.000000 0.000000
3726450000.000000 0.010815 0.010815 0.300000 1220.000000 0.000000
3790150000.000000 0.010633 0.010633 0.300000 1220.000000 0.000000
